Run,Assay Type,AvgSpotLen,Bases,BioProject,BioSample,Bytes,case,Center Name,collection_date,common_name,Consent,DATASTORE filetype,DATASTORE provider,DATASTORE region,ENA-FIRST-PUBLIC (run),ENA-LAST-UPDATE (run),Experiment,geo_loc_name_country,geo_loc_name_country_continent,geographic_location_(country_and/or_sea),Instrument,Library Name,LibraryLayout,LibrarySelection,LibrarySource,Organism,organism,Platform,ReleaseDate,create_date,version,Sample Name,sample_type,Scientific_Name,SRA Study
ERR13059970,AMPLICON,259,14933944,PRJEB39834,SAMEA115537702,11825244,05,MEDICAL UNIVERSITY GRAZ,2019,human,public,"fastq,sra,run.zq","ncbi,s3,gs","s3.us-east-1,gs.us-east1,ncbi.public",2024-05-07,2024-05-07,ERX12431711,Austria,Europe,Austria,Ion Torrent Proton,,SINGLE,PCR,METAGENOMIC,Homo sapiens,Homo sapiens,ION_TORRENT,2024-07-18T00:00:00Z,2024-07-22T07:36:00Z,1,K6409-107,patient,Homo sapiens,ERP123398
ERR13059971,AMPLICON,255,10769413,PRJEB39834,SAMEA115537703,8329384,05,MEDICAL UNIVERSITY GRAZ,2019,human,public,"sra,run.zq,fastq","s3,ncbi,gs","s3.us-east-1,ncbi.public,gs.us-east1",2024-05-07,2024-05-07,ERX12431712,Austria,Europe,Austria,Ion Torrent Proton,,SINGLE,PCR,METAGENOMIC,Homo sapiens,Homo sapiens,ION_TORRENT,2024-07-18T00:00:00Z,2024-07-22T15:24:00Z,1,K6409-108,patient,Homo sapiens,ERP123398
ERR13059973,AMPLICON,260,44036490,PRJEB39834,SAMEA115537705,32628373,05,MEDICAL UNIVERSITY GRAZ,2019,human,public,"run.zq,sra,fastq","gs,ncbi,s3","gs.us-east1,s3.us-east-1,ncbi.public",2024-05-07,2024-05-07,ERX12431714,Austria,Europe,Austria,Ion Torrent Proton,,SINGLE,PCR,METAGENOMIC,Homo sapiens,Homo sapiens,ION_TORRENT,2024-07-18T00:00:00Z,2024-07-22T02:10:00Z,1,K6409-30,patient,Homo sapiens,ERP123398
ERR13059976,AMPLICON,259,92798111,PRJEB39834,SAMEA115537708,69150171,05,MEDICAL UNIVERSITY GRAZ,2019,human,public,"run.zq,fastq,sra","gs,s3,ncbi","ncbi.public,s3.us-east-1,gs.us-east1",2024-05-07,2024-05-07,ERX12431717,Austria,Europe,Austria,Ion Torrent Proton,,SINGLE,PCR,METAGENOMIC,Homo sapiens,Homo sapiens,ION_TORRENT,2024-07-18T00:00:00Z,2024-08-11T07:57:00Z,1,K6409-45,patient,Homo sapiens,ERP123398
ERR13059977,AMPLICON,245,82433949,PRJEB39834,SAMEA115537709,61301835,05,MEDICAL UNIVERSITY GRAZ,2019,human,public,"run.zq,sra,fastq","s3,gs,ncbi","gs.us-east1,ncbi.public,s3.us-east-1",2024-05-07,2024-05-07,ERX12431718,Austria,Europe,Austria,Ion Torrent Proton,,SINGLE,PCR,METAGENOMIC,Homo sapiens,Homo sapiens,ION_TORRENT,2024-07-18T00:00:00Z,2024-08-11T08:11:00Z,1,K6409-46,donor,Homo sapiens,ERP123398
ERR13059979,AMPLICON,253,30619942,PRJEB39834,SAMEA115537711,22212938,05,MEDICAL UNIVERSITY GRAZ,2019,human,public,"run.zq,fastq,sra","gs,ncbi,s3","ncbi.public,s3.us-east-1,gs.us-east1",2024-05-07,2024-05-07,ERX12431720,Austria,Europe,Austria,Ion Torrent Proton,,SINGLE,PCR,METAGENOMIC,Homo sapiens,Homo sapiens,ION_TORRENT,2024-07-18T00:00:00Z,2024-07-22T02:11:00Z,1,K6409-66,patient,Homo sapiens,ERP123398
ERR13059983,AMPLICON,263,20614897,PRJEB39834,SAMEA115537715,14677422,05,MEDICAL UNIVERSITY GRAZ,2019,human,public,"fastq,run.zq,sra","ncbi,gs,s3","s3.us-east-1,ncbi.public,gs.us-east1",2024-05-07,2024-05-07,ERX12431724,Austria,Europe,Austria,Ion Torrent Proton,,SINGLE,PCR,METAGENOMIC,Homo sapiens,Homo sapiens,ION_TORRENT,2024-07-18T00:00:00Z,2024-07-22T07:36:00Z,1,K6409-70,patient,Homo sapiens,ERP123398
ERR13059999,AMPLICON,243,31873793,PRJEB39834,SAMEA115537731,23036943,06,MEDICAL UNIVERSITY GRAZ,2019,human,public,"fastq,run.zq,sra","ncbi,gs,s3","s3.us-east-1,gs.us-east1,ncbi.public",2024-05-07,2024-05-07,ERX12431740,Austria,Europe,Austria,Ion Torrent Proton,,SINGLE,PCR,METAGENOMIC,Homo sapiens,Homo sapiens,ION_TORRENT,2024-07-18T00:00:00Z,2024-07-23T03:17:00Z,1,K4383-41,patient,Homo sapiens,ERP123398
ERR13060008,AMPLICON,227,26399744,PRJEB39834,SAMEA115537740,20091654,06,MEDICAL UNIVERSITY GRAZ,2019,human,public,"sra,fastq,run.zq","gs,ncbi,s3","s3.us-east-1,gs.us-east1,ncbi.public",2024-05-07,2024-05-07,ERX12431749,Austria,Europe,Austria,Ion Torrent Proton,,SINGLE,PCR,METAGENOMIC,Homo sapiens,Homo sapiens,ION_TORRENT,2024-07-18T00:00:00Z,2024-07-22T04:55:00Z,1,K4383-74,patient,Homo sapiens,ERP123398
ERR13060023,AMPLICON,274,11740146,PRJEB39834,SAMEA115537755,8125753,01,MEDICAL UNIVERSITY GRAZ,2014,human,public,"fastq,sra,run.zq","ncbi,gs,s3","ncbi.public,s3.us-east-1,gs.us-east1",2024-05-07,2024-05-07,ERX12431764,Austria,Europe,Austria,Ion Torrent Proton,,SINGLE,PCR,METAGENOMIC,Homo sapiens,Homo sapiens,ION_TORRENT,2024-07-18T00:00:00Z,2024-07-23T02:12:00Z,1,K1836-42,patient,Homo sapiens,ERP123398
ERR13060028,AMPLICON,248,3278824,PRJEB39834,SAMEA115537760,2504325,01,MEDICAL UNIVERSITY GRAZ,2014,human,public,"fastq,run.zq,sra","gs,s3,ncbi","gs.us-east1,ncbi.public,s3.us-east-1",2024-05-07,2024-05-07,ERX12431769,Austria,Europe,Austria,Ion Torrent Proton,,SINGLE,PCR,METAGENOMIC,Homo sapiens,Homo sapiens,ION_TORRENT,2024-07-18T00:00:00Z,2024-07-23T05:21:00Z,1,K1836-72,patient,Homo sapiens,ERP123398
ERR13060038,AMPLICON,262,7498535,PRJEB39834,SAMEA115537770,5668844,01,MEDICAL UNIVERSITY GRAZ,2014,human,public,"run.zq,fastq,sra","s3,ncbi,gs","gs.us-east1,s3.us-east-1,ncbi.public",2024-05-07,2024-05-07,ERX12431779,Austria,Europe,Austria,Ion Torrent Proton,,SINGLE,PCR,METAGENOMIC,Homo sapiens,Homo sapiens,ION_TORRENT,2024-07-18T00:00:00Z,2024-07-22T02:11:00Z,1,K1836-116,patient,Homo sapiens,ERP123398
ERR13060042,AMPLICON,261,4930910,PRJEB39834,SAMEA115537774,3677694,01,MEDICAL UNIVERSITY GRAZ,2014,human,public,"sra,fastq,run.zq","gs,s3,ncbi","s3.us-east-1,ncbi.public,gs.us-east1",2024-05-07,2024-05-07,ERX12431783,Austria,Europe,Austria,Ion Torrent Proton,,SINGLE,PCR,METAGENOMIC,Homo sapiens,Homo sapiens,ION_TORRENT,2024-07-18T00:00:00Z,2024-07-22T20:51:00Z,1,K1836-37,donor,Homo sapiens,ERP123398
ERR13060043,AMPLICON,248,4003890,PRJEB39834,SAMEA115537775,2982125,01,MEDICAL UNIVERSITY GRAZ,2014,human,public,"run.zq,sra,fastq","gs,s3,ncbi","ncbi.public,s3.us-east-1,gs.us-east1",2024-05-07,2024-05-07,ERX12431784,Austria,Europe,Austria,Ion Torrent Proton,,SINGLE,PCR,METAGENOMIC,Homo sapiens,Homo sapiens,ION_TORRENT,2024-07-18T00:00:00Z,2024-07-22T20:53:00Z,1,K1836-75,donor,Homo sapiens,ERP123398
ERR13060056,AMPLICON,222,15351785,PRJEB39834,SAMEA115537788,11831905,02,MEDICAL UNIVERSITY GRAZ,2014,human,public,"fastq,sra,run.zq","s3,gs,ncbi","s3.us-east-1,ncbi.public,gs.us-east1",2024-05-07,2024-05-07,ERX12431797,Austria,Europe,Austria,Ion Torrent Proton,,SINGLE,PCR,METAGENOMIC,Homo sapiens,Homo sapiens,ION_TORRENT,2024-07-18T00:00:00Z,2024-07-21T21:36:00Z,1,K4389-58,patient,Homo sapiens,ERP123398
ERR13060057,AMPLICON,223,11213135,PRJEB39834,SAMEA115537789,8648883,02,MEDICAL UNIVERSITY GRAZ,2014,human,public,"sra,fastq,run.zq","gs,ncbi,s3","gs.us-east1,s3.us-east-1,ncbi.public",2024-05-07,2024-05-07,ERX12431798,Austria,Europe,Austria,Ion Torrent Proton,,SINGLE,PCR,METAGENOMIC,Homo sapiens,Homo sapiens,ION_TORRENT,2024-07-18T00:00:00Z,2024-07-22T11:03:00Z,1,K4389-59,patient,Homo sapiens,ERP123398
ERR13060060,AMPLICON,260,16216529,PRJEB39834,SAMEA115537792,12205236,02,MEDICAL UNIVERSITY GRAZ,2014,human,public,"run.zq,fastq,sra","gs,s3,ncbi","gs.us-east1,ncbi.public,s3.us-east-1",2024-05-07,2024-05-07,ERX12431801,Austria,Europe,Austria,Ion Torrent Proton,,SINGLE,PCR,METAGENOMIC,Homo sapiens,Homo sapiens,ION_TORRENT,2024-07-18T00:00:00Z,2024-07-22T17:23:00Z,1,K4389-65,patient,Homo sapiens,ERP123398
ERR13060063,AMPLICON,234,45390748,PRJEB39834,SAMEA115537795,36471346,03,MEDICAL UNIVERSITY GRAZ,2014,human,public,"sra,run.zq,fastq","gs,s3,ncbi","gs.us-east1,s3.us-east-1,ncbi.public",2024-05-07,2024-05-07,ERX12431804,Austria,Europe,Austria,Ion Torrent Proton,,SINGLE,PCR,METAGENOMIC,Homo sapiens,Homo sapiens,ION_TORRENT,2024-07-18T00:00:00Z,2024-07-22T17:26:00Z,1,K960-12,patient,Homo sapiens,ERP123398
ERR13060065,AMPLICON,250,14638306,PRJEB39834,SAMEA115537797,10976104,03,MEDICAL UNIVERSITY GRAZ,2014,human,public,"run.zq,sra,fastq","gs,s3,ncbi","gs.us-east1,s3.us-east-1,ncbi.public",2024-05-07,2024-05-07,ERX12431806,Austria,Europe,Austria,Ion Torrent Proton,,SINGLE,PCR,METAGENOMIC,Homo sapiens,Homo sapiens,ION_TORRENT,2024-07-18T00:00:00Z,2024-07-22T21:58:00Z,1,K960-16,patient,Homo sapiens,ERP123398
ERR13060066,AMPLICON,250,18378209,PRJEB39834,SAMEA115537798,13688440,03,MEDICAL UNIVERSITY GRAZ,2014,human,public,"sra,run.zq,fastq","gs,s3,ncbi","s3.us-east-1,ncbi.public,gs.us-east1",2024-05-07,2024-05-07,ERX12431807,Austria,Europe,Austria,Ion Torrent Proton,,SINGLE,PCR,METAGENOMIC,Homo sapiens,Homo sapiens,ION_TORRENT,2024-07-18T00:00:00Z,2024-07-22T11:04:00Z,1,K960-17,patient,Homo sapiens,ERP123398
ERR13060067,AMPLICON,224,17916718,PRJEB39834,SAMEA115537799,14522800,03,MEDICAL UNIVERSITY GRAZ,2014,human,public,"run.zq,fastq,sra","gs,s3,ncbi","s3.us-east-1,ncbi.public,gs.us-east1",2024-05-07,2024-05-07,ERX12431808,Austria,Europe,Austria,Ion Torrent Proton,,SINGLE,PCR,METAGENOMIC,Homo sapiens,Homo sapiens,ION_TORRENT,2024-07-18T00:00:00Z,2024-07-22T15:26:00Z,1,K960-6,patient,Homo sapiens,ERP123398
ERR13060069,AMPLICON,278,15319394,PRJEB39834,SAMEA115537801,12007462,40,MEDICAL UNIVERSITY GRAZ,2014,human,public,"run.zq,fastq,sra","s3,gs,ncbi","gs.us-east1,ncbi.public,s3.us-east-1",2024-05-07,2024-05-07,ERX12431810,Austria,Europe,Austria,Ion Torrent Proton,,SINGLE,PCR,METAGENOMIC,Homo sapiens,Homo sapiens,ION_TORRENT,2024-07-18T00:00:00Z,2024-07-22T11:04:00Z,1,A6005-4,donor,Homo sapiens,ERP123398
ERR13060070,AMPLICON,278,13106592,PRJEB39834,SAMEA115537802,10227163,40,MEDICAL UNIVERSITY GRAZ,2014,human,public,"fastq,run.zq,sra","gs,ncbi,s3","ncbi.public,s3.us-east-1,gs.us-east1",2024-05-07,2024-05-07,ERX12431811,Austria,Europe,Austria,Ion Torrent Proton,,SINGLE,PCR,METAGENOMIC,Homo sapiens,Homo sapiens,ION_TORRENT,2024-07-18T00:00:00Z,2024-07-23T02:11:00Z,1,A6005-5,donor,Homo sapiens,ERP123398
ERR13060072,AMPLICON,277,13822762,PRJEB39834,SAMEA115537804,10849953,50,MEDICAL UNIVERSITY GRAZ,2014,human,public,"fastq,sra,run.zq","gs,s3,ncbi","gs.us-east1,ncbi.public,s3.us-east-1",2024-05-07,2024-05-07,ERX12431813,Austria,Europe,Austria,Ion Torrent Proton,,SINGLE,PCR,METAGENOMIC,Homo sapiens,Homo sapiens,ION_TORRENT,2024-07-18T00:00:00Z,2024-07-23T02:12:00Z,1,A6006-5,donor,Homo sapiens,ERP123398
ERR13060073,AMPLICON,273,17326871,PRJEB39834,SAMEA115537805,13739308,08,MEDICAL UNIVERSITY GRAZ,2019,human,public,"run.zq,sra,fastq","s3,gs,ncbi","ncbi.public,s3.us-east-1,gs.us-east1",2024-05-07,2024-05-07,ERX12431814,Austria,Europe,Austria,Ion Torrent Proton,,SINGLE,PCR,METAGENOMIC,Homo sapiens,Homo sapiens,ION_TORRENT,2024-07-18T00:00:00Z,2024-07-23T02:13:00Z,1,K8073-104,patient,Homo sapiens,ERP123398
ERR13060079,AMPLICON,277,12052940,PRJEB39834,SAMEA115537811,9438800,08,MEDICAL UNIVERSITY GRAZ,2019,human,public,"fastq,sra,run.zq","ncbi,gs,s3","ncbi.public,gs.us-east1,s3.us-east-1",2024-05-07,2024-05-07,ERX12431820,Austria,Europe,Austria,Ion Torrent Proton,,SINGLE,PCR,METAGENOMIC,Homo sapiens,Homo sapiens,ION_TORRENT,2024-07-18T00:00:00Z,2024-07-22T02:59:00Z,1,K8073-125,patient,Homo sapiens,ERP123398
ERR13060088,AMPLICON,279,31932458,PRJEB39834,SAMEA115537820,25008778,08,MEDICAL UNIVERSITY GRAZ,2019,human,public,"fastq,run.zq,sra","s3,gs,ncbi","ncbi.public,gs.us-east1,s3.us-east-1",2024-05-07,2024-05-07,ERX12431829,Austria,Europe,Austria,Ion Torrent Proton,,SINGLE,PCR,METAGENOMIC,Homo sapiens,Homo sapiens,ION_TORRENT,2024-07-18T00:00:00Z,2024-08-11T08:11:00Z,1,K8073-84,patient,Homo sapiens,ERP123398
ERR13060094,AMPLICON,271,13768453,PRJEB39834,SAMEA115537826,11197747,08,MEDICAL UNIVERSITY GRAZ,2019,human,public,"run.zq,sra,fastq","gs,s3,ncbi","gs.us-east1,ncbi.public,s3.us-east-1",2024-05-07,2024-05-07,ERX12431835,Austria,Europe,Austria,Ion Torrent Proton,,SINGLE,PCR,METAGENOMIC,Homo sapiens,Homo sapiens,ION_TORRENT,2024-07-18T00:00:00Z,2024-07-22T05:59:00Z,1,K8073-98,patient,Homo sapiens,ERP123398
ERR13060104,AMPLICON,277,11195476,PRJEB39834,SAMEA115537836,8513388,09,MEDICAL UNIVERSITY GRAZ,2019,human,public,"fastq,sra,run.zq","gs,s3,ncbi","s3.us-east-1,gs.us-east1,ncbi.public",2024-05-07,2024-05-07,ERX12431845,Austria,Europe,Austria,Ion Torrent Proton,,SINGLE,PCR,METAGENOMIC,Homo sapiens,Homo sapiens,ION_TORRENT,2024-07-18T00:00:00Z,2024-07-22T12:07:00Z,1,A976-35,patient,Homo sapiens,ERP123398
ERR13060120,AMPLICON,226,29650307,PRJEB39834,SAMEA115537852,22537000,07,MEDICAL UNIVERSITY GRAZ,2019,human,public,"fastq,sra,run.zq","s3,gs,ncbi","s3.us-east-1,gs.us-east1,ncbi.public",2024-05-07,2024-05-07,ERX12431861,Austria,Europe,Austria,Ion Torrent Proton,,SINGLE,PCR,METAGENOMIC,Homo sapiens,Homo sapiens,ION_TORRENT,2024-07-18T00:00:00Z,2024-08-11T08:11:00Z,1,K9403-45,patient,Homo sapiens,ERP123398
ERR13060133,AMPLICON,276,13061624,PRJEB39834,SAMEA115537865,10274245,07,MEDICAL UNIVERSITY GRAZ,2019,human,public,"run.zq,fastq,sra","ncbi,gs,s3","gs.us-east1,s3.us-east-1,ncbi.public",2024-05-07,2024-05-07,ERX12431874,Austria,Europe,Austria,Ion Torrent Proton,,SINGLE,PCR,METAGENOMIC,Homo sapiens,Homo sapiens,ION_TORRENT,2024-07-18T00:00:00Z,2024-07-23T02:09:00Z,1,K9403-83,patient,Homo sapiens,ERP123398
ERR13060140,AMPLICON,276,17391718,PRJEB39834,SAMEA115537872,13467099,04,MEDICAL UNIVERSITY GRAZ,2014,human,public,"sra,run.zq,fastq","s3,ncbi,gs","s3.us-east-1,ncbi.public,gs.us-east1",2024-05-07,2024-05-07,ERX12431881,Austria,Europe,Austria,Ion Torrent Proton,,SINGLE,PCR,METAGENOMIC,Homo sapiens,Homo sapiens,ION_TORRENT,2024-07-18T00:00:00Z,2024-07-22T02:10:00Z,1,K5175-127,patient,Homo sapiens,ERP123398
ERR13060141,AMPLICON,276,9265544,PRJEB39834,SAMEA115537873,7263215,04,MEDICAL UNIVERSITY GRAZ,2014,human,public,"run.zq,fastq,sra","gs,s3,ncbi","gs.us-east1,ncbi.public,s3.us-east-1",2024-05-07,2024-05-07,ERX12431882,Austria,Europe,Austria,Ion Torrent Proton,,SINGLE,PCR,METAGENOMIC,Homo sapiens,Homo sapiens,ION_TORRENT,2024-07-18T00:00:00Z,2024-07-22T12:07:00Z,1,K5175-128,patient,Homo sapiens,ERP123398
ERR13060146,AMPLICON,261,12249212,PRJEB39834,SAMEA115537878,9579570,04,MEDICAL UNIVERSITY GRAZ,2014,human,public,"fastq,sra,run.zq","gs,ncbi,s3","ncbi.public,gs.us-east1,s3.us-east-1",2024-05-07,2024-05-07,ERX12431887,Austria,Europe,Austria,Ion Torrent Proton,,SINGLE,PCR,METAGENOMIC,Homo sapiens,Homo sapiens,ION_TORRENT,2024-07-17T00:00:00Z,2024-07-21T18:45:00Z,1,K5175-133,patient,Homo sapiens,ERP123398
ERR13060158,AMPLICON,258,45449597,PRJEB39834,SAMEA115537890,32994657,04,MEDICAL UNIVERSITY GRAZ,2014,human,public,"sra,fastq,run.zq","s3,ncbi,gs","gs.us-east1,s3.us-east-1,ncbi.public",2024-05-07,2024-05-07,ERX12431899,Austria,Europe,Austria,Ion Torrent Proton,,SINGLE,PCR,METAGENOMIC,Homo sapiens,Homo sapiens,ION_TORRENT,2024-07-18T00:00:00Z,2024-07-23T03:18:00Z,1,K5175-65,patient,Homo sapiens,ERP123398
ERR13060161,AMPLICON,235,45769684,PRJEB39834,SAMEA115537893,34459409,04,MEDICAL UNIVERSITY GRAZ,2014,human,public,"run.zq,sra,fastq","gs,s3,ncbi","ncbi.public,gs.us-east1,s3.us-east-1",2024-05-07,2024-05-07,ERX12431902,Austria,Europe,Austria,Ion Torrent Proton,,SINGLE,PCR,METAGENOMIC,Homo sapiens,Homo sapiens,ION_TORRENT,2024-07-18T00:00:00Z,2024-07-23T05:23:00Z,1,K5175-68,donor,Homo sapiens,ERP123398
ERR13060167,AMPLICON,231,12820170,PRJEB39834,SAMEA115537899,9462902,04,MEDICAL UNIVERSITY GRAZ,2014,human,public,"run.zq,sra,fastq","ncbi,s3,gs","ncbi.public,gs.us-east1,s3.us-east-1",2024-05-07,2024-05-07,ERX12431908,Austria,Europe,Austria,Ion Torrent Proton,,SINGLE,PCR,METAGENOMIC,Homo sapiens,Homo sapiens,ION_TORRENT,2024-07-18T00:00:00Z,2024-07-23T05:23:00Z,1,K5175-84,patient,Homo sapiens,ERP123398
ERR13060173,AMPLICON,279,34426766,PRJEB39834,SAMEA115537905,26286358,10,MEDICAL UNIVERSITY GRAZ,2019,human,public,"run.zq,fastq,sra","ncbi,s3,gs","ncbi.public,gs.us-east1,s3.us-east-1",2024-05-07,2024-05-07,ERX12431914,Austria,Europe,Austria,Ion Torrent Proton,,SINGLE,PCR,METAGENOMIC,Homo sapiens,Homo sapiens,ION_TORRENT,2024-07-18T00:00:00Z,2024-07-22T18:50:00Z,1,K1799-91,patient,Homo sapiens,ERP123398
ERR13059972,AMPLICON,264,11355763,PRJEB39834,SAMEA115537704,8793464,05,MEDICAL UNIVERSITY GRAZ,2019,human,public,"fastq,run.zq,sra","ncbi,s3,gs","ncbi.public,s3.us-east-1,gs.us-east1",2024-05-07,2024-05-07,ERX12431713,Austria,Europe,Austria,Ion Torrent Proton,,SINGLE,PCR,METAGENOMIC,Homo sapiens,Homo sapiens,ION_TORRENT,2024-07-17T00:00:00Z,2024-07-22T02:08:00Z,1,K6409-109,patient,Homo sapiens,ERP123398
ERR13060004,AMPLICON,254,19326205,PRJEB39834,SAMEA115537736,14358973,06,MEDICAL UNIVERSITY GRAZ,2019,human,public,"fastq,run.zq,sra","s3,ncbi,gs","ncbi.public,gs.us-east1,s3.us-east-1",2024-05-07,2024-05-07,ERX12431745,Austria,Europe,Austria,Ion Torrent Proton,,SINGLE,PCR,METAGENOMIC,Homo sapiens,Homo sapiens,ION_TORRENT,2024-07-17T00:00:00Z,2024-07-22T02:08:00Z,1,K4383-54,donor,Homo sapiens,ERP123398
ERR13060011,AMPLICON,259,35550829,PRJEB39834,SAMEA115537743,27571757,06,MEDICAL UNIVERSITY GRAZ,2019,human,public,"fastq,run.zq,sra","ncbi,s3,gs","s3.us-east-1,ncbi.public,gs.us-east1",2024-05-07,2024-05-07,ERX12431752,Austria,Europe,Austria,Ion Torrent Proton,,SINGLE,PCR,METAGENOMIC,Homo sapiens,Homo sapiens,ION_TORRENT,2024-07-17T00:00:00Z,2024-07-21T17:28:00Z,1,K4383-85,patient,Homo sapiens,ERP123398
ERR13060020,AMPLICON,275,11328420,PRJEB39834,SAMEA115537752,8041378,01,MEDICAL UNIVERSITY GRAZ,2014,human,public,"fastq,sra,run.zq","s3,ncbi,gs","s3.us-east-1,gs.us-east1,ncbi.public",2024-05-07,2024-05-07,ERX12431761,Austria,Europe,Austria,Ion Torrent Proton,,SINGLE,PCR,METAGENOMIC,Homo sapiens,Homo sapiens,ION_TORRENT,2024-07-17T00:00:00Z,2024-07-21T01:31:00Z,1,K1836-23,patient,Homo sapiens,ERP123398
ERR13060022,AMPLICON,269,8331160,PRJEB39834,SAMEA115537754,6113943,01,MEDICAL UNIVERSITY GRAZ,2014,human,public,"run.zq,sra,fastq","s3,gs,ncbi","gs.us-east1,s3.us-east-1,ncbi.public",2024-05-07,2024-05-07,ERX12431763,Austria,Europe,Austria,Ion Torrent Proton,,SINGLE,PCR,METAGENOMIC,Homo sapiens,Homo sapiens,ION_TORRENT,2024-07-17T00:00:00Z,2024-07-21T15:27:00Z,1,K1836-35,patient,Homo sapiens,ERP123398
ERR13060024,AMPLICON,272,17856046,PRJEB39834,SAMEA115537756,12501019,01,MEDICAL UNIVERSITY GRAZ,2014,human,public,"run.zq,fastq,sra","ncbi,s3,gs","s3.us-east-1,gs.us-east1,ncbi.public",2024-05-07,2024-05-07,ERX12431765,Austria,Europe,Austria,Ion Torrent Proton,,SINGLE,PCR,METAGENOMIC,Homo sapiens,Homo sapiens,ION_TORRENT,2024-07-17T00:00:00Z,2024-07-21T17:29:00Z,1,K1836-43,patient,Homo sapiens,ERP123398
ERR13060025,AMPLICON,252,12256172,PRJEB39834,SAMEA115537757,8761342,01,MEDICAL UNIVERSITY GRAZ,2014,human,public,"sra,run.zq,fastq","gs,s3,ncbi","ncbi.public,s3.us-east-1,gs.us-east1",2024-05-07,2024-05-07,ERX12431766,Austria,Europe,Austria,Ion Torrent Proton,,SINGLE,PCR,METAGENOMIC,Homo sapiens,Homo sapiens,ION_TORRENT,2024-07-17T00:00:00Z,2024-07-21T01:31:00Z,1,K1836-48,patient,Homo sapiens,ERP123398
ERR13060026,AMPLICON,256,14632541,PRJEB39834,SAMEA115537758,10247977,01,MEDICAL UNIVERSITY GRAZ,2014,human,public,"run.zq,fastq,sra","gs,s3,ncbi","ncbi.public,gs.us-east1,s3.us-east-1",2024-05-07,2024-05-07,ERX12431767,Austria,Europe,Austria,Ion Torrent Proton,,SINGLE,PCR,METAGENOMIC,Homo sapiens,Homo sapiens,ION_TORRENT,2024-07-17T00:00:00Z,2024-07-22T02:08:00Z,1,K1836-49,patient,Homo sapiens,ERP123398
ERR13060050,AMPLICON,245,9477011,PRJEB39834,SAMEA115537782,7098272,02,MEDICAL UNIVERSITY GRAZ,2014,human,public,"run.zq,fastq,sra","gs,ncbi,s3","gs.us-east1,s3.us-east-1,ncbi.public",2024-05-07,2024-05-07,ERX12431791,Austria,Europe,Austria,Ion Torrent Proton,,SINGLE,PCR,METAGENOMIC,Homo sapiens,Homo sapiens,ION_TORRENT,2024-07-17T00:00:00Z,2024-07-21T04:54:00Z,1,K4389-29,patient,Homo sapiens,ERP123398
ERR13060077,AMPLICON,280,28245675,PRJEB39834,SAMEA115537809,22262198,08,MEDICAL UNIVERSITY GRAZ,2019,human,public,"sra,run.zq,fastq","s3,gs,ncbi","s3.us-east-1,ncbi.public,gs.us-east1",2024-05-07,2024-05-07,ERX12431818,Austria,Europe,Austria,Ion Torrent Proton,,SINGLE,PCR,METAGENOMIC,Homo sapiens,Homo sapiens,ION_TORRENT,2024-07-17T00:00:00Z,2024-07-21T01:32:00Z,1,K8073-115,patient,Homo sapiens,ERP123398
ERR13060085,AMPLICON,176,34159455,PRJEB39834,SAMEA115537817,25752000,08,MEDICAL UNIVERSITY GRAZ,2019,human,public,"sra,run.zq,fastq","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",2024-05-07,2024-05-07,ERX12431826,Austria,Europe,Austria,Ion Torrent Proton,,SINGLE,PCR,METAGENOMIC,Homo sapiens,Homo sapiens,ION_TORRENT,2024-07-17T00:00:00Z,2024-07-21T04:54:00Z,1,K8073-73,patient,Homo sapiens,ERP123398
ERR13060105,AMPLICON,277,15604462,PRJEB39834,SAMEA115537837,12019716,09,MEDICAL UNIVERSITY GRAZ,2019,human,public,"fastq,run.zq,sra","gs,s3,ncbi","s3.us-east-1,gs.us-east1,ncbi.public",2024-05-07,2024-05-07,ERX12431846,Austria,Europe,Austria,Ion Torrent Proton,,SINGLE,PCR,METAGENOMIC,Homo sapiens,Homo sapiens,ION_TORRENT,2024-07-17T00:00:00Z,2024-07-21T10:49:00Z,1,A976-40,patient,Homo sapiens,ERP123398
ERR13060149,AMPLICON,260,34792924,PRJEB39834,SAMEA115537881,25505207,04,MEDICAL UNIVERSITY GRAZ,2014,human,public,"fastq,sra,run.zq","gs,s3,ncbi","s3.us-east-1,gs.us-east1,ncbi.public",2024-05-07,2024-05-07,ERX12431890,Austria,Europe,Austria,Ion Torrent Proton,,SINGLE,PCR,METAGENOMIC,Homo sapiens,Homo sapiens,ION_TORRENT,2024-07-17T00:00:00Z,2024-07-21T03:04:00Z,1,K5175-24,patient,Homo sapiens,ERP123398
ERR13060155,AMPLICON,251,26591242,PRJEB39834,SAMEA115537887,19502282,04,MEDICAL UNIVERSITY GRAZ,2014,human,public,"sra,run.zq,fastq","gs,ncbi,s3","gs.us-east1,s3.us-east-1,ncbi.public",2024-05-07,2024-05-07,ERX12431896,Austria,Europe,Austria,Ion Torrent Proton,,SINGLE,PCR,METAGENOMIC,Homo sapiens,Homo sapiens,ION_TORRENT,2024-07-17T00:00:00Z,2024-07-21T15:28:00Z,1,K5175-46,patient,Homo sapiens,ERP123398
