Title,Abstract
Microbiome-Derived Metabolites in Allogeneic Hematopoietic Stem Cell       Transplantation.,"The gut microbiome has emerged as a major character in the context of       hematopoietic stem cell transplantation. The biology underpinning this       relationship is still to be defined. Recently, mounting evidence has suggested a       role for microbiome-derived metabolites in mediating crosstalk between intestinal       microbial communities and the host. Some of these metabolites, such as       fiber-derived short-chain fatty acids or amino acid-derived compounds, were found       to have a role also in the transplant setting. New interesting data have been       published on this topic, posing a new intriguing perspective on comprehension and       treatment. This review provides an updated comprehensive overview of the       available evidence in the field of gut microbiome-derived metabolites and       hematopoietic stem cell transplantation."
The gut microbiome in pediatric patients undergoing allogeneic hematopoietic stem       cell transplantation.,"The gut microbiome (GM) has been associated with different clinical outcomes in       the context of allogeneic hematopoietic stem cell transplantation (HSCT). Large       multicenter cohort studies in adults have found significant correlations with       overall survival, relapse, and incidence of complications. Moreover, GM is       already a promising target for therapeutic interventions. However, few data are       available in children, a population presenting unique features and challenges.       During childhood, the GM evolves rapidly with large structural fluctuations,       alongside with the maturation of the immune system. Furthermore, the HSCT       procedure presents significant differences in children. These considerations       underline the importance of a specific focus on the pediatric setting, and the       role of GM and its age-dependent trajectory in influencing the immunity       reconstitution and clinical outcomes. This review provides a comprehensive       overview of the available evidence in the field of GM and pediatric HSCT,       highlighting age-specific issues and discussing GM-based therapeutic approaches."
The gut microbiome in pediatric patients undergoing allogeneic hematopoietic stem cell transplantation,
Prolonged Suppression of Butyrate-Producing Bacteria Is Associated With Acute       Gastrointestinal Graft-vs-Host Disease and Transplantation-Related Mortality       After Allogeneic Stem Cell Transplantation.,"BACKGROUND: Butyrogenic bacteria play an important role in gut microbiome       homeostasis and intestinal epithelial integrity. Previous studies have       demonstrated an association between administration of short-chain fatty acids       like butyrate and protection from acute graft-vs-host disease (GvHD) after       allogeneic stem cell transplantation (ASCT). METHODS: In the current study, we       examined the abundance and butyrogenic capacity of butyrate-producing bacteria in       28 healthy donors and 201 patients after ASCT. We prospectively collected serial       stool samples and performed polymerase chain reaction analysis of the       butyrate-producing bacterial enzyme butyryl-coenzyme A (CoA):acetate       CoA-transferase (BCoAT) in fecal nucleic acid extracts. RESULTS: Our data       demonstrate a strong and prolonged suppression of butyrogenic bacteria early in       the course of ASCT. In a multivariable analysis, early use of broad-spectrum       antibiotics before day 0 (day of transplantation) was identified as an       independent factor associated with low BCoAT copy numbers (odds ratio, 0.370 [95%       confidence interval, .175-.783]; P = .009). Diminished butyrogens correlated with       other biomarkers of microbial diversity, such as low 3-indoxylsulfate levels,       reduced abundance of Clostridiales and low inverse Simpson and effective Shannon       indices (all P < .001). Low BCoAT copy numbers at GvHD-onset were correlated with       GI-GvHD severity (P = .002) and associated with a significantly higher       GvHD-associated mortality rate (P = .04). Furthermore, low BCoAT copy numbers at       day 30 were associated with a significantly higher transplantation-related       mortality rate (P = .02). CONCLUSIONS: Our results are consistent with the       hypothesis that alterations in the microbiome play an important role in GvHD       pathogenesis and that microbial parameters such as BCoAT might serve as       biomarkers to identify patients at high risk of lethal GI-GvHD."
Enterococcus Intestinal Domination Is Associated With Increased Mortality in the Acute Leukemia Chemotherapy Population,"Enterococcus intestinal domination (EID), a state of dysbiosis wherein enterococci comprise ≥30% abundance within the microbiota, has been associated with Enterococcus bacteremia, graft-versus-host disease, and mortality in the allogeneic hematopoietic stem cell transplant (allo HCT) population. The acute leukemia (AL) chemotherapy population includes patients receiving intensive chemotherapy, but not all patients go on to have an allo HCT. The impact of EID on outcomes including mortality in the AL chemotherapy population is unknown. Microbiota composition from weekly stool samples was analyzed using 16S ribosomal RNA gene sequencing. Patients were analyzed in 2 cohorts: AL chemotherapy cohort and allo HCT cohort. α -diversity and richness were calculated. Kaplan-Meier analysis was used to analyze mortality. A total of 929 stool samples were collected from 139 patients. Both allo HCT and AL cohorts had a decline in α-diversity and richness over the course of treatment that tended not to return to baseline months later. EID was observed in at least 1 sample in 36% of allo HCT patients and 49% of AL patients. Patients with observed EID had lower α-diversity over time. Similar to the HCT cohort, AL patients with EID had reduced overall survival. We identified 4 other genera that were commonly found in ≥30% relative abundance within the microbiota, but none were associated with mortality. In fact, in allo HCT, Bacteroides abundance ≥30% was associated with improved survival. EID is associated with increased all-cause mortality in HCT and AL cohorts. Unlike EID, relative abundance ≥30% by other genera is not associated with increased all-cause mortality. Enterococcus intestinal domination is associated with increased mortality in the acute leukemia population. The 4 other most common causes of relative abundance ≥30% are not associated with increased mortality in either the allogeneic transplant or acute leukemia populations."
The Role of Fecal Microbiota Transplantation in the Allogeneic Stem Cell Transplant Setting,
Metabolomics analysis of human acute graft-versus-host disease reveals changes in       host and microbiota-derived metabolites.,"Despite improvement in clinical management, allogeneic hematopoietic stem cell       transplantation (HSCT) is still hampered by high morbidity and mortality rates,       mainly due to graft versus host disease (GvHD). Recently, it has been       demonstrated that the allogeneic immune response might be influenced by external       factors such as tissues microenvironment or host microbiota. Here we used high       throughput metabolomics to analyze two cohorts of genotypically HLA-identical       related recipient and donor pairs. Metabolomic profiles markedly differ between       recipients and donors. At the onset of acute GvHD, in addition to host-derived       metabolites, we identify significant variation in microbiota-derived metabolites,       especially in aryl hydrocarbon receptor (AhR) ligands, bile acids and       plasmalogens. Altogether, our findings support that the allogeneic immune       response during acute GvHD might be influenced by bile acids and by the decreased       production of AhR ligands by microbiota that could limit indoleamine       2,3-dioxygenase induction and influence allogeneic T cell reactivity."
Dietary animal fat disrupts gut microbiota and aggravates Scl-cGVHD after       allogeneic hematopoietic stem cell transfer.,"Allogeneic hematopoietic stem cell transplant (allo-HSCT) is an effective       treatment for high-risk or relapsed acute leukemia. However, the frequent       occurrence of graft-versus-host disease (GVHD) poses significant complications.       Modifiable factors such as the gut microbiome and dietary regimen have the       potential to influence the frequency and severity of GVHD. Previous studies in       mouse models have shown a direct link between obesity and increased severity of       GVHD; however, analysis of human data has not suggested a causal relationship. We       hypothesized that dietary fat content before transplantation, rather than obesity       itself, might affect outcomes, given that increased dietary fat is associated       with reduced gut microbiome diversity. In our study, we evaluated the effects of       an animal fat-based diet (AFD) and a plant fat-based diet (PFD) in a mouse model       of sclerodermatous chronic GVHD (Scl-cGVHD). Mice initially fed normal chow (∼10%       kcal from fat) were switched to either an AFD or a PFD (each with ∼25% kcal from       fat) 2 weeks before allo-HSCT. Mice on the AFD had an elevated serum cytokine       response, more severe skin inflammation, and greater intestinal immune       dysregulation than mice on the PFD. Although both diets reduced gut microbial       diversity, the fat source led to distinct microbiota compositions that included 2       coabundance guilds that differentiated between the AFD and PFD groups. Our       findings demonstrate that even short-term consumption of diets with equivalent       macronutrient content, but different fat sources, can modulate the gut       microbiome, disrupt intestinal homeostasis, and influence Scl-cGVHD outcomes."
Early intestinal microbial features are associated with CD4 T-cell recovery after       allogeneic hematopoietic transplant.,"Low intestinal microbial diversity is associated with poor outcomes after       allogeneic hematopoietic cell transplantation (HCT). Using 16S rRNA sequencing of       2067 stool samples and flow cytometry data from 2370 peripheral blood samples       drawn from 894 patients who underwent allogeneic HCT, we have linked features of       the early post-HCT microbiome with subsequent immune cell recovery. We examined       lymphocyte recovery and microbiota features in recipients of both unmodified and       CD34-selected allografts. We observed that fecal microbial diversity was an       independent predictor of CD4 T-cell count 3 months after HCT in recipients of a       CD34-selected allograft, who are dependent on de novo lymphopoiesis for their       immune recovery. In multivariate models using clinical factors and microbiota       features, we consistently observed that increased fecal relative abundance of       genus Staphylococcus during the early posttransplant period was associated with       worse CD4 T-cell recovery. Our observations suggest that the intestinal bacteria,       or the factors they produce, can affect early lymphopoiesis and the homeostasis       of allograft-derived T cells after transplantation."
Improving bench-to-bedside translation for acute graft-versus-host disease       models.,"The transplantation of allogeneic hematopoietic stem cells is a potentially       curative treatment for hematological malignancies, inherited blood disorders and       immune deficiencies. Unfortunately, 30-50% of patients receiving allogeneic       hematopoietic stem cells will develop a potentially life-threatening inflammatory       disease called acute graft-versus-host disease (aGVHD). In patients with aGVHD,       graft-associated T cells, which typically target the skin, intestinal tract and       liver, can also damage the lungs and lymphoid tissue. Damage to lymphoid tissue       creates prolonged immunodeficiency that markedly increases the risk of infections       and bleeding, resulting in considerable morbidity and mortality. Although mouse       models of aGVHD have been instrumental to our understanding of this condition's       pathogenesis, translation of preclinical data into new and more effective       treatments for human disease has been limited for reasons that remain to be fully       understood. However, evidence suggests that factors associated with mouse models       of aGVHD likely contribute to these unsatisfactory results. In this Review, we       identify and discuss the specific factors inherent to mouse models of aGVHD that       may limit the translation of preclinical data to patient treatment, and suggest       how to improve the translatability of these models."
Oral shedding of herpesviruses and clinical outcomes in hematopoietic stem cell       transplant patients.,"OBJECTIVES: To characterize the oral shedding of herpes viruses in patients who       underwent allogeneic hematopoietic stem cell transplantation (alloHSCT) and       investigate its relationship with clinical outcomes. MATERIALS AND METHODS:       Polymerase chain reaction and enzymatic digestion were performed to identify the       oral shedding of the members of the Herpesviridae family in 31 patients. The       samples were collected from the oral cavity at five timestamps. RESULTS: The       presence of each herpesvirus in the oral cavity was observed in 3.2%, 12.9%,       19.3%, 32.2%, 54.8% and 93.5% patients for human herpesvirus (HHV)-6A, herpes       simplex virus-1, HHV-6B, cytomegalovirus (CMV), Epstein-Barr virus (EBV) and       HHV-7, respectively. Oral shedding of herpes virus was not uncommon after       alloHSCT. There was a statistically significant association between the EBV and       CMV oral shedding at C1 and the cumulative incidence of acute graft-versus-host       disease (aGVHD). The results suggested that the presence of HSV-1 at C2 was       related to a relapse. The HHV-7 oral shedding at C2 suggests a possible link       between relapse, progression-free survival and overall survival of the patients.       CONCLUSIONS: Patients who developed aGVHD showed higher CMV and EBV shedding in       the oral cavity at aplasia, suggesting modifications to the pattern of immune       cell response and inflammatory microenvironment."
Recent Metabolic Advances for Preventing and Treating Acute and Chronic Graft       Versus Host Disease.,"The therapeutic efficacy of allogeneic hematopoietic stem cell transplantation       (allo-HSCT) is limited by the development of graft-versus-host disease (GVHD). In       GVHD, rigorous pre-conditioning regimen resets the immune landscape and       inflammatory milieu causing immune dysregulation, characterized by an expansion       of alloreactive cells and a reduction in immune regulatory cells. In acute GVHD       (aGVHD), the release of damage- and pathogen- associated molecular patterns from       damaged tissue caused by the conditioning regimen sets the stage for T cell       priming, activation and expansion further exacerbating tissue injury and organ       damage, particularly in the gastrointestinal tract. Studies have shown that donor       T cells utilize multiple energetic and biosynthetic pathways to mediate GVHD that       can be distinct from the pathways used by regulatory T cells for their       suppressive function. In chronic GVHD (cGVHD), donor T cells may differentiate       into IL-21 producing T follicular helper cells or tissue resident T helper cells       that cooperate with germinal center B cells or memory B cells, respectively, to       produce allo- and auto-reactive antibodies with subsequent tissue fibrosis.       Alternatively, donor T cells can become IFN- γ/IL-17 cytokine expressing T cells       that mediate sclerodermatous skin injury. Patients refractory to the first line       standard regimens for GVHD treatment have a poor prognosis indicating an urgent       need for new therapies to restore the balance between effector and regulatory       immune cells while preserving the beneficial graft-versus-tumor effect. Emerging       data points toward a role for metabolism in regulating these allo- and       auto-immune responses. Here, we will discuss the preclinical and clinical data       available on the distinct metabolic demands of acute and chronic GVHD and recent       efforts in identifying therapeutic targets using metabolomics. Another dimension       of this review will examine the changing microbiome after allo-HSCT and the role       of microbial metabolites such as short chain fatty acids and long chain fatty       acids on regulating immune responses. Lastly, we will examine the metabolic       implications of coinhibitory pathway blockade and cellular therapies in       allo-HSCT. In conclusion, greater understanding of metabolic pathways involved in       immune cell dysregulation during allo-HSCT may pave the way to provide novel       therapies to prevent and treat GVHD."
"Impact of transforming growth factor-β2 enriched food for special medical       purposes on nutritional status, microbiota and clinical outcomes after allogeneic       hematopoietic stem cell transplantation: prospective analysis of 192 consecutive       patients.","BACKGROUND AND AIMS: Allogeneic hematopoietic stem cell transplantation       (allo-HSCT) represents an essential treatment for various diseases despite being       burdened by severe malnutrition, serious infections, graft-versus-host disease       (GVHD) and gut microbiota dysbiosis. There is growing evidence suggesting that       nutritional interventions may potentially lower these risks. In particular,       nutritional supports enriched with the TGF-β2 have shown promising benefits in       Crohn's disease thanks to its immunomodulating and anti-inflammatory properties.       Given the pathophysiological and clinical similarities between IBDs (Inflammatory       Bowel Diseases) and gastrointestinal acute GVHD (GI aGVHD), this prospective       study investigated the impact of a TGF-β2 enriched Food for Special Medical       Purposes (TGF-β2 FSMP) on nutritional status, transplant outcomes, and microbiota       composition in patients undergoing allo-HSCT. METHODS: Patients were divided into       two groups according to their TGF-β2 FSMP consumption defined by study protocol:       Group A (Treatment Ratio ≥50 %, more than 50 % of prescribed FSMP assumed) and       Group B (Treatment Ratio <50 %). Transplant outcomes (Overall Survival,       Transplant Related Mortality, Cumulative Incidence of acute GVHD, infectious       complications, lymphocytes count 28 days after transplantation and microbiota       composition) were analyzed according to TGF-β2 FSMP consumption. RESULTS: A total       of 192 consecutive patients who have undergone allo-HSCT were included, 112 in       group A and 80 in group B. Adequate TGF-β2 FSMP intake (Group A) significantly       reduced severe malnutrition (PG-SGA C) at day +28 post-transplant, improved       overall survival (OS) (median 42.2 months in Group A vs. 29.2 months in Group B,       p = 0.014), and decreased non-relapse mortality (NRM) (p = 0.018). Furthermore,       Group A exhibited a lower incidence of clinically significant acute       graft-versus-host disease (aGVHD) (MAGIC II-IV) (18.4 % in Group A vs. 45.4 % in       Group B, p < 0.001), particularly gastrointestinal aGVHD (12.8 % in Group A vs.       42.3 % in Group B, p < 0.001), and a reduced incidence of pneumonia (24.1 % in       Group A, vs. 48.1 % in Group B, p < 0.001). Moreover, Group A showed       significantly higher counts of NK lymphocytes (CD56+ and CD16+) at day +28 (p =       0.012 and p = 0.002, respectively). Microbiota analysis on 32 representative       patients revealed no significant differences between groups after TGF-β2 FSMP       supplementation, while Firmicutes/Bacteroidetes (phyla commonly dominating gut       microbiota) ratio showed a significant decrease in Group A at day +28       post-transplant compared to baseline (p = 0.011). Multivariable analysis       identified adequate TGF-β2 FSMP intake, absence of disease relapse, and       lymphocyte count ≥140 cells/μL at day +28 as independent predictors of improved       OS. CONCLUSIONS: These findings highlight the potential of TGF-β2 FSMP as a       crucial nutritional intervention in allo-HSCT, positively influencing nutritional       status, immune reconstitution, microbiota composition, and overall transplant       outcomes. Further randomized trials are needed to confirm these data."
Gastrointestinal Graft-versus-Host Disease Is a Risk Factor for Postengraftment       Bloodstream Infection in Allogeneic Hematopoietic Stem Cell Transplant       Recipients.,"Bloodstream infection (BSI) is a well-known cause of morbidity and mortality in       allogeneic hematopoietic stem cell transplant (allo-HSCT) recipients. Here, we       conducted a retrospective study to assess the morbidity, etiology, risk factors,       and outcomes of BSI in the postengraftment period (PE-BSI) after allo-HSCT.       Forty-three of 316 patients (13.6%) developed 57 PE-BSI episodes, in which 62       pathogens were isolated: Gram-positive bacteria, gram-negative bacteria, and       fungi, respectively, accounted for 54.8%, 35.5%, and 9.7% of the isolates.       Multivariate analysis revealed methylprednisolone use for graft-versus-host       disease (GVHD) prophylaxis (odds ratio [OR], 6.49; 95% confidence interval [CI],       1.49 to 28.2; P = .013) and acute gastrointestinal GVHD (GI-GVHD) (OR, 8.82; 95%       CI, 3.99 to 19.5; P < .0001) as risk factors for developing PE-BSI. This finding       suggested that GI-GVHD increases the risk of bacterial translocation and       subsequent septicemia. Moreover, among patients with GI-GVHD, insufficient       response to corticosteroids, presumably related to an intestinal dysbiosis,       significantly correlated with this complication. Patients with PE-BSI presented       worse outcome compared with those without (3-year overall survival, 47.0% versus       18.6%; P < .001). Close microbiologic monitoring for BSIs and minimizing       intestinal dysbiosis may be crucial to break the vicious cycle between GI-GVHD       and bacteremia and to improve transplant outcomes especially in patients who       require additional immunosuppressants."
